id,domain,channel,message,subject,intent,issue,technique,phishing,sender,label
31a08933-baea-4525-8299-e1a51e9daf93,E-commerce/Retail,Inbound,Please provide customer support in regional language like Bengali,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Please provide customer support in regional language like Bengali ,,False,,customer_support
10b123b2-a48f-4738-8d3b-00d9732becce,E-commerce/Retail,Inbound,Delete in Shopzilla account,,Technician Visit,Technician Visit - Delete in Shopzilla account ,,False,,customer_support
84810c02-305a-4751-b8c7-c647140ec13e,E-commerce/Retail,Inbound,Next time better,,Missing,Missing - Next time better ,,False,,customer_support
dc01c1df-3630-46c5-9455-9b8d04f3352f,E-commerce/Retail,Inbound,Very poor service and support,,Delayed,Delayed - Very poor service and support ,,False,,customer_support
33f51ac3-4334-4bd4-abfc-26a3b6f942e0,E-commerce/Retail,Inbound,Thanks for understanding my problem and helping me out,,Fraudulent User,Fraudulent User - Thanks for understanding my problem and helping me out ,,False,,customer_support
3496db47-4492-46a4-87a7-1f96f8fa07c4,E-commerce/Retail,Outcall,Nk,,Return request,Return request - Nk,,False,,customer_support
664d8295-2dcd-4cbb-a160-a35b2615eab9,E-commerce/Retail,Inbound,Noise watch not restart,,Installation/demo,Installation/demo - Noise watch not restart,,False,,customer_support
0bb5983a-c3c8-475d-85eb-b8668fe58278,Telecom,Inbound,No any response my orderVery bad costumer service,,Order status enquiry,Order status enquiry - No any response my orderVery bad costumer service,,False,,customer_support
5ff8e6d4-3fac-418b-a8a9-1660566fb6dc,E-commerce/Retail,Outcall,Small product is take so much time and my order is ariving 2 aug but suddanly is change to 5 aug,,Order status enquiry,Order status enquiry - Small product is take so much time and my order is ariving 2 aug but suddanly is change to 5 aug,,False,,customer_support
ac7fbdba-b36e-4197-b0f5-62636ca328c2,E-commerce/Retail,Inbound,Reten,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Reten,,False,,customer_support
834f022d-b731-42ed-8130-fedbdacc923c,E-commerce/Retail,Inbound,Nice,,Fraudulent User,Fraudulent User - Nice ,,False,,customer_support
a946c561-e095-4cf8-84e6-8ff7c0e798cf,E-commerce/Retail,Outcall,Good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good ,,False,,customer_support
85af8ef2-6119-4b74-a59d-3749bc9b40e0,E-commerce/Retail,Email,Call disconnect and not provide information proper,,Fraudulent User,Fraudulent User - Call disconnect and not provide information proper,,False,,customer_support
bd3b7465-451f-430d-a3cd-8ce1774c87e4,E-commerce/Retail,Inbound,My issue is not resolved from yesterday.this is not a good thing.if customer issue is not solved quickly then why we don't do shopping from other shopping app where our issue is solved quickly,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - My issue is not resolved from yesterday.this is not a good thing.if customer issue is not solved qui,,False,,customer_support
5604fd9b-b397-40cc-bc20-ae3332fb603e,E-commerce/Retail,Inbound,Everything is good ??,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Everything is good ??,,False,,customer_support
86302dd0-9afd-490e-b527-58b78e5ca60f,E-commerce/Retail,Inbound,Wrong Product received.,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Wrong Product received.,,False,,customer_support
aebebfb0-f424-4042-93d5-8e99f975e816,Other,Inbound,Good communication skills,,UnProfessional Behaviour,UnProfessional Behaviour - Good communication skills ,,False,,customer_support
535a66d8-290f-47de-90d1-97c75d97dab6,E-commerce/Retail,Inbound,Thanks ??,,Order status enquiry,Order status enquiry - Thanks ??,,False,,customer_support
aec2b3e7-64d4-4b7a-bcdc-bfbbabcdb29e,E-commerce/Retail,Outcall,Worst Shopzilla customer service. Shopzilla shouldn't cancel order without ack from customer and also there's no compensation for customer satisfiaction. it makes us to move out from Shopzilla.,,Seller Cancelled Order,Seller Cancelled Order - Worst Shopzilla customer service. Shopzilla shouldn't cancel order without ack from customer and als,,False,,customer_support
9ad5cefa-4b17-4beb-92d9-4049685a4e7d,E-commerce/Retail,Outcall,I am waiting second item today because today evening my flight please solve that today thanks,,Order status enquiry,Order status enquiry - I am waiting second item today because today evening my flight please solve that today thanks ,,False,,customer_support
b0ee68fb-5ba2-47f4-ac02-0d7bbb1a1cd3,Other,Outcall,Nothing to say thanks for solving my issue,,Not Needed,Not Needed - Nothing to say thanks for solving my issue,,False,,customer_support
12d70594-6e46-4e2d-8fbb-9e2a8d349644,E-commerce/Retail,Inbound,"Shopzilla customer service executive   was very helpful,I appreciate her to good future ahead in your company.",,General Enquiry,"General Enquiry - Shopzilla customer service executive   was very helpful,I appreciate her to good future ahead in you",,False,,customer_support
8b9e554d-625e-4102-a8a1-5006cffca9c4,Banking/Finance,Email,No,,Refund Enquiry,Refund Enquiry - No,,False,,customer_support
8ff4cc2e-f6d2-47fe-aa0e-57972882e0e9,E-commerce/Retail,Outcall,Thankyou so much,,Order status enquiry,Order status enquiry - Thankyou so much ,,False,,customer_support
1ca3bbc6-67f6-4520-a419-7a53c6d0759b,E-commerce/Retail,Inbound,Nyc talkng,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Nyc talkng,,False,,customer_support
c7f50130-bf6d-491e-9ae6-aa4560d9090f,E-commerce/Retail,Inbound,Thanks,,Service Centres Related,Service Centres Related - Thanks ,,False,,customer_support
d85975d0-ccd0-45cb-9195-39b391f92888,E-commerce/Retail,Inbound,"You have played around with this order. Without taking customers concern, how can you plan the resolution/pick-up of the products? Don't you have brain to check with the customers availability? Also, no courtesy to atleast reach customer and apologize for the mess created by Shopzilla due to systems failure. Order placed on 8 July and 19 July damaged product delivered. I'm still awaiting for the resolution and refund.",,Reverse Pickup Enquiry,"Reverse Pickup Enquiry - You have played around with this order. Without taking customers concern, how can you plan the resol",,False,,customer_support
f074c3c6-8d9c-4942-bb6c-7f7f8314199d,E-commerce/Retail,Inbound,Excellent,,Exchange / Replacement,Exchange / Replacement - Excellent ,,False,,customer_support
e4a733cc-7f4c-46ce-b797-17522f6b15f6,E-commerce/Retail,Inbound,Very nice,,Order status enquiry,Order status enquiry - Very nice ,,False,,customer_support
9074da94-6adf-4e4b-b2ed-a4d7d835636e,E-commerce/Retail,Outcall,Good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good ,,False,,customer_support
e2c31515-f019-4db0-a60a-e8f87b6641ea,E-commerce/Retail,Outcall,Bot is very annoying,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Bot is very annoying,,False,,customer_support
8d7496b4-8671-45c5-9951-ca077b16a87e,E-commerce/Retail,Inbound,Ok,,Delayed,Delayed - Ok,,False,,customer_support
7ab1cc80-414f-4093-adbc-909a2ef2bf06,E-commerce/Retail,Inbound,Have faith in coustomar,,Damaged,Damaged - Have faith in coustomar ,,False,,customer_support
f3678ac2-abb8-436e-919f-2cb855653602,E-commerce/Retail,Inbound,One side nit warning,,Installation/demo,Installation/demo - One side nit warning ,,False,,customer_support
1c7d51bb-7ecc-4f09-a7b4-87a9cb0a5fed,Banking/Finance,Inbound,They put my call on hold but after sometime they disconnected without any information.,,Refund Enquiry,Refund Enquiry - They put my call on hold but after sometime they disconnected without any information.,,False,,customer_support
0fff8073-f479-4924-9a99-82fa4fa17395,E-commerce/Retail,Inbound,Please solve the queries,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Please solve the queries,,False,,customer_support
7e0e9f74-e956-4fd0-a45c-c8de6bb3fbc3,E-commerce/Retail,Inbound,No,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - No,,False,,customer_support
097f05b6-aec2-4a6c-bc64-a18949e7ca7e,E-commerce/Retail,Inbound,She is very good. If she need to switch the job ask her to contact me.,,Delayed,Delayed - She is very good. If she need to switch the job ask her to contact me.,,False,,customer_support
2ab948f1-c822-484c-a019-69f59968ae02,Telecom,Inbound,Item are too delay of delivery date,,Delayed,Delayed - Item are too delay of delivery date,,False,,customer_support
21d7ac1e-2adb-4967-ab00-0d52263ceef7,Banking/Finance,Outcall,10 days order not supply &no payment refund,,Refund Related Issues,Refund Related Issues - 10 days order not supply &no payment refund,,False,,customer_support
243ab853-10a5-459e-a5e8-0a706c0eadfd,Other,Inbound,Best,,Product Specific Information,Product Specific Information - Best ,,False,,customer_support
0e8cc4de-5fbe-49e5-8601-49e5197e7355,E-commerce/Retail,Inbound,"Idiotic customer care executives, no solution from your end since April 28 th, call disconnected from the executive end",,Installation/demo,"Installation/demo - Idiotic customer care executives, no solution from your end since April 28 th, call disconnected fro",,False,,customer_support
7ada89b7-507d-4114-b3a2-2380afcccda1,Other,Outcall,My issue paylater bill not submited so i talk customer  suppprt nd my issue solve in just min thnx Shopzilla,,General Enquiry,General Enquiry - My issue paylater bill not submited so i talk customer  suppprt nd my issue solve in just min thnx S,,False,,customer_support
562aa053-4203-40d0-b3b2-72b60c45166b,Other,Inbound,Problems and concern's Good Understanding and solved.,,Product Specific Information,Product Specific Information - Problems and concern's Good Understanding and solved.,,False,,customer_support
8bc6c608-ac7b-441c-ac3c-b0320f8381e5,E-commerce/Retail,Inbound,My problem is not yet solved,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - My problem is not yet solved ,,False,,customer_support
ae91f703-9e80-4ada-b199-ef7f164335c9,E-commerce/Retail,Inbound,"I ordered a sleeper which was delivered on 22nd july after that i didn't like its quality so i refunded the last date to pick up the product after refund was 25th july but my product didn't get picked up till 31st july.  And I was consoled to wait only 24 hours for 5 days after talking to the costumer care, even after that no one came for pickup, I felt very sad seeing the return policy of Shopzilla.  That's why I canceled myself last night, first time this happened to me ??",,Reverse Pickup Enquiry,Reverse Pickup Enquiry - I ordered a sleeper which was delivered on 22nd july after that i didn't like its quality so i refun,,False,,customer_support
b5825d8a-9382-421c-ab3e-c80d2cc17fcf,E-commerce/Retail,Outcall,Awful customer support ever,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Awful customer support ever,,False,,customer_support
0ca36367-7680-4b1a-9ccb-3bc2c8e08707,E-commerce/Retail,Outcall,Good job ??,,Delayed,Delayed - Good job ??,,False,,customer_support
4e9bc0f3-e7a4-4b57-9dca-25568ad03a4a,E-commerce/Retail,Inbound,Happy,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Happy ,,False,,customer_support
c4906244-b98b-4961-bd8b-721bd8fbeec1,Other,Outcall,happy costumer support,,Return cancellation,Return cancellation -   happy costumer support ,,False,,customer_support
cf08d537-1ace-4639-a685-b4b4c5251d3d,Telecom,Outcall,U cal display ur customers support number4 help any customers problem But no display customers care number,,Delayed,Delayed - U cal display ur customers support number4 help any customers problem But no display customers care ,,False,,customer_support
a77af3a3-2481-4a3c-b18c-8f1f1c18d4ba,E-commerce/Retail,Inbound,After delivery of the product take responsibility of the items.,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - After delivery of the product take responsibility of the items.,,False,,customer_support
390cba2b-89d1-4a05-8dc5-9d815102d1c0,Other,Inbound,Interaction was awesome but policy is very bad can't unblock my account pay later,,General Enquiry,General Enquiry - Interaction was awesome but policy is very bad can't unblock my account pay later,,False,,customer_support
5395b948-faf4-4512-a732-ae6a794b242a,Other,Inbound,Reduce time,,General Enquiry,General Enquiry - Reduce time,,False,,customer_support
7651bf25-29fc-4423-accc-e293dd4cbea8,Other,Outcall,Kindly resolve all of your server related issues to help with real time data.,,Product Specific Information,Product Specific Information - Kindly resolve all of your server related issues to help with real time data.,,False,,customer_support
4887d01d-25ad-494d-a3ba-6942dd24ed83,E-commerce/Retail,Inbound,Very good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Very good,,False,,customer_support
a9b7bb9f-56ad-475b-91ae-def6eed92541,E-commerce/Retail,Inbound,Make it easy to reach to executive,,Invoice request,Invoice request - Make it easy to reach to executive ,,False,,customer_support
40969db5-2e1d-4c46-b398-c566a3490009,E-commerce/Retail,Outcall,Excellent service ??,,Delayed,Delayed - Excellent service ??,,False,,customer_support
e3d46e00-5cca-43c1-b8b7-8cb2ab3d2abd,E-commerce/Retail,Inbound,poor customer service,,Return request,Return request - poor customer service,,False,,customer_support
7e6aa112-515e-48bd-9716-19452e9d90e5,E-commerce/Retail,Outcall,Happy,,Invoice request,Invoice request - Happy,,False,,customer_support
c7f1f115-7438-4feb-bbce-bf246554dfbe,E-commerce/Retail,Outcall,Very good working,,Order status enquiry,Order status enquiry - Very good working ,,False,,customer_support
53e61e53-5c21-449a-86f1-006a4f11dd6c,E-commerce/Retail,Inbound,Make calling more accessible and easily approachable,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Make calling more accessible and easily approachable,,False,,customer_support
f3272c56-6041-4c92-8be9-b61ab109bbbd,E-commerce/Retail,Inbound,Everything is ok ??,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Everything is ok ??,,False,,customer_support
84508f03-c2fb-4f38-ad34-a0cc060fbbb9,Banking/Finance,Outcall,peoblem not solve,,Online Payment Issues,Online Payment Issues - peoblem not solve,,False,,customer_support
9e6f405c-6fc5-42df-90ff-d2ea6d85767a,E-commerce/Retail,Inbound,Over all very good,,Delayed,Delayed - Over all very good ,,False,,customer_support
70396492-af67-4b5f-a661-23927170ccad,E-commerce/Retail,Outcall,Very good,,Damaged,Damaged - Very good ,,False,,customer_support
52fc15b7-7ad3-4e35-b08c-627b1df157a1,E-commerce/Retail,Inbound,Very good nice bro,,Order status enquiry,Order status enquiry - Very good nice bro ,,False,,customer_support
d8345b2a-2cd5-4804-9c2a-893cc521e370,Banking/Finance,Email,Good support,,Refund Enquiry,Refund Enquiry - Good support  ,,False,,customer_support
abe1c116-c1e3-4969-b368-e0ae0d252337,Other,Inbound,Good,,Account updation,Account updation - Good ,,False,,customer_support
aa28149d-df80-4f85-b779-605d0b5841fc,Other,Outcall,Bist gadnig,,Seller onboarding,Seller onboarding - Bist gadnig ,,False,,customer_support
0b92457e-fd76-458c-8e0d-db7bf02356aa,E-commerce/Retail,Inbound,Shopzilla team very good team,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Shopzilla team very good team ,,False,,customer_support
c8fcffaa-5a24-469c-a26a-9d9096c5c688,E-commerce/Retail,Inbound,Good,,Order status enquiry,Order status enquiry - Good ,,False,,customer_support
181a1611-5e48-4c4e-8f56-a74a311f8fd5,E-commerce/Retail,Outcall,Failure is the only word for Shopzilla,,Seller Cancelled Order,Seller Cancelled Order - Failure is the only word for Shopzilla ,,False,,customer_support
ffdcf8e0-b6fc-4393-a40d-6fe558263954,E-commerce/Retail,Inbound,Very slow and lots of doubts the representative had. Many things on grocery doesn't get returned and only refund is available she said.,,Fraudulent User,Fraudulent User - Very slow and lots of doubts the representative had. Many things on grocery doesn't get returned and,,False,,customer_support
b9eb391b-90b9-4068-9a44-aeb0004e1e1c,E-commerce/Retail,Inbound,Process gap in Executive,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Process gap in Executive,,False,,customer_support
2c6fba5b-fe9a-4890-9a83-c3d409242344,E-commerce/Retail,Outcall,Make sure correct orders get delivered,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Make sure correct orders get delivered ,,False,,customer_support
a91eb49b-00b0-4350-8caa-8d25d464fb14,E-commerce/Retail,Inbound,Thanks,,Damaged,Damaged - Thanks ,,False,,customer_support
095a9b11-9939-462d-b2cc-f5a023cfa4c7,E-commerce/Retail,Outcall,Not at all happy with Shopzilla worst experience till date.   your customer representative said that phone exchange cannot be done due logistics issue and reason is not mentioned. If problem is from Shopzilla end then why end consumer has to bear consequences. Need to improve customer service and transparency in policies,,Exchange / Replacement,Exchange / Replacement - Not at all happy with Shopzilla worst experience till date.   your customer representative said that,,False,,customer_support
225c769c-f30a-491d-b189-028c5f01626b,E-commerce/Retail,Inbound,You may need to have frequent conversations with the new startups which are selling products on your platform. You may need to have track on their support / service related issues.,,Service Centres Related,Service Centres Related - You may need to have frequent conversations with the new startups which are selling products on your,,False,,customer_support
97ee206b-82ed-4453-a193-6b741f4fa504,E-commerce/Retail,Inbound,Refund policy,,Order status enquiry,Order status enquiry - Refund policy,,False,,customer_support
d9120fbc-26b9-4cec-b906-2810cbdfb590,E-commerce/Retail,Inbound,"It will be good, if the customer support had a first hand information and provide to the customer immediately.",,Delayed,"Delayed - It will be good, if the customer support had a first hand information and provide to the customer im",,False,,customer_support
035fd487-f0ff-468b-b462-36cfe5b62a5b,Banking/Finance,Outcall,"The voice connectivity was extremely poor with a lot of echo, automatic repeat of words, digital disturbance noises & jitters.",,Payment related Queries,"Payment related Queries - The voice connectivity was extremely poor with a lot of echo, automatic repeat of words, digital dis",,False,,customer_support
218f6694-0de7-41dd-acdb-36e116251830,E-commerce/Retail,Inbound,Very poor,,Seller Cancelled Order,Seller Cancelled Order - Very poor ,,False,,customer_support
979627b5-e0d6-4e23-8c60-7210b9b6e2b3,E-commerce/Retail,Outcall,The executive was very polite and addressed all my concerns made sure to check-in and see if everything was resolved. It wasgood service. Thank you.,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - The executive was very polite and addressed all my concerns made sure to check-in and see if everyth,,False,,customer_support
a957f8fc-d84d-4db6-951f-e88cf5a6a8f7,E-commerce/Retail,Inbound,Outstanding ??,,Return request,Return request - Outstanding ??,,False,,customer_support
aab52677-2141-49d5-a069-a628eefa1e7c,E-commerce/Retail,Inbound,Thank you for understanding my problem and give the solution on the same time?,,Return request,Return request - Thank you for understanding my problem and give the solution on the same time?,,False,,customer_support
697e4978-65e9-4863-bb8a-48b4abdb948c,E-commerce/Retail,Inbound,"Very helpful agent , the Team Managers should get more agent like her",,Delayed,"Delayed - Very helpful agent , the Team Managers should get more agent like her ",,False,,customer_support
d4a9b9ac-1856-4906-9669-46a59d689cb3,E-commerce/Retail,Inbound,While any issue we need to contact customer service it's be busy ..pls be in app itself to ....it's be very easy and comfortable,,Fraudulent User,Fraudulent User - While any issue we need to contact customer service it's be busy ..pls be in app itself to ....it's ,,False,,customer_support
511843c3-1297-474a-9255-11b1a15641d9,E-commerce/Retail,Inbound,wrong product delivered.  i am scared to make further orders on Shopzilla.,,Delayed,Delayed - wrong product delivered.  i am scared to make further orders on Shopzilla.,,False,,customer_support
a3e34611-1b76-4ad6-8788-9d158db6f1df,Other,Inbound,Well ? done,,Product Specific Information,Product Specific Information - Well ? done,,False,,customer_support
5f304343-4737-4c1d-b64c-bccf6dc4f941,E-commerce/Retail,Inbound,Nice,,Return request,Return request - Nice,,False,,customer_support
cd4e29d7-c9fe-4d05-ab15-55366dfe55c1,E-commerce/Retail,Inbound,For all excutive Customer support always ready.,,Wrong,Wrong - For all excutive Customer support always ready.,,False,,customer_support
4e9f58de-63c6-48b5-8e6d-fab64bc2419b,E-commerce/Retail,Outcall,Not supportive customer care,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Not supportive customer care,,False,,customer_support
66fa003a-c095-4b2e-9074-b6ecdcc65369,E-commerce/Retail,Inbound,Your return policy is very bad scant shopping by Shopzilla in future,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Your return policy is very bad scant shopping by Shopzilla in future,,False,,customer_support
f322c85f-a16c-4825-a279-3dcdc4c96dea,Telecom,Inbound,very helpful,,Priority delivery,Priority delivery - very helpful ,,False,,customer_support
